document,comment_id,comment,flausch
NDY-003,1399,toll von alexibexi abgeguckt O :,no
NDY-003,819,ihr solltet die beschreibung ändern Und weiter geht es mit der original Song-Übersetzungsserie hier bei YouTube ! Dieses Mal für euch : OLLY MURS - HEART SKIPS A BEAT - AUF DEUTSCH ! ( ft . Rizzle Kicks ) Viel Spaß ! ist von alexibexi ... für nachmacher hat keiner was übrig,no
NDY-003,1609,Ja 2 Justins ohne Biber ^^,no
NDY-186,2763,Lol,no
NDY-186,2583,#snapchatarmy @heikolochman @xxfiinneexx ❤,no
NDY-003,514,heißt dass nicht mein herz spielt einen Beat ??,no
NDY-247,1119,Geiles video weiter so du bist der beste,yes
NDY-250,1404,Ich schlafe immer mit einem übergrossen T-Shirt und kurzen Hosen . So Einteiler find ich auch voll toll : 0 :D,no
NDY-208,4498,Wer duscht sich <b> NICHT </b> in der Früh ?,no
NDY-247,1657,Ich wünschte ich könnte wieder in das Jahr 2009 😭 😭 😭 #2018,no
NDY-020,1622,inspirierend,yes
NDY-285,167,3 *,yes
NDY-208,3727,ich brauche ohne Duschen Morgens 30 - 40 min ♥ 😂 😂,no
NDY-003,53,Drückt mal die 4 :D während das Video läuft : D hehe hab jz sau lachflash :D aber trz . mag ich das lied,yes
NDY-186,3309,#snapchatarmy @heikolochmann @ alinaheppe01,no
NDY-208,1391,20 Minuten,no
NDY-250,2010,"Du bist wunderschön heute , nicht das du es nicht immer bist , aber heute gefällt es mir am besten :)",yes
NDY-179,3345,Lips are movin,no
NDY-186,4013,+ Marv Boy ja . Ich meine fals du selbst diese Erfahrung gemacht hast dann ok aber normaler weise nicht .,no
NDY-208,933,Roman wisohast du eine Brile,no
NDY-020,344,Ich liebe disses Video,yes
NDY-250,2001,"flanel pjs mit teddybaren . Hab 2 davon . Und 1 mit snoopy - zumindest in meiner wohnung . Bei meinen Eltern hab ich noch paar nachthemden , pjs usw. :-)",no
NDY-208,6172,morgens im Bad Brosche ich 5 - 10 min .,no
NDY-208,6131,Light Yagami ich tu es nicht 😂 😂,no
NDY-208,5774,Ich brauch 1 Stunde im Bad ihr ?,no
NDY-186,3064,Ich liebe das Original aber das ist auch geil,yes
NDY-179,1353,"+ usedtampon Meine Güte bist du nervig . 1. Kennst du mich nicht , also hör auf mir zu sagen , wer ich bin . 2. Heutzutage wollen die meisten nunmal keine Lieder über Spielen mit Puppen , Laufen auf dem Feld oder Regenbögen hören . Find dich damit ab und hör es dir nicht an , wenn es dir nicht gefällt .",no
NDY-020,917,Sprachlos .... einfach .. nur .... WOW ! ♡ ♡,yes
NDY-179,586,"Anaconda , Nicki minaj 😂 Oder ... Lovers in the sun , David guetta",no
NDY-003,1619,mit der jacke,no
NDY-179,4430,macht einen minecraft song,no
NDY-208,1463,Lilly Luccy ich habs geil gefunden,yes
NDY-247,270,ich glaub er redet einfach gern xD aber es macht echt spaß zuzuhören xD,yes
NDY-208,388,Leni Lochinator kar Ich brauche so wenn's hoch kommt im Bad 15 min,no
NDY-186,5905,lochis,no
NDY-208,10317,Ich brauche im bad 1.30 stunden,no
NDY-179,1682,Ich glaube ihr könnt der letzter sommer von Ytitty machen :),no
NDY-179,1305,Voll schön !!!!,yes
NDY-179,1569,ich find das lied von euch einfach hammer inmoment mein lieblingslied das is richtig geil ich habs gestern erst gehöhrt ich feier das richtig <b> - </b>,yes
NDY-186,4988,das Lied ist richtig cool :-),yes
NDY-179,1465,+ DieLochis Sind Scheiße wie alt bist du ?,no
NDY-208,9627,Jetzt Brauch ich so 5 - 20 Minuten im Bad .. früher 3 😂,no
NDY-003,3762,wer guckt das 2017 😂 🤔,no
NDY-186,5566,heiko dz bist süss 3,yes
NDY-208,8842,10 min,no
NDY-208,8721,russkij Ja zufällig schon 😒,no
NDY-186,4235,+ KEY _W es ist nur die Wahrheit und wenn du sie nicht verkraften kannst dan schreib nicht deine sinnlosen hater Kommentare hier hin !!,no
NDY-208,3785,Also mein Wecker klingelt 1 Stunde bevor ich los muss . So habe ich genug Zeit um mich fertig zu machen 🤔 🤓 🤘🏼,no
NDY-208,389,Leni Lochinator kar ich finde es ist schon ein leichtes klesche das Mädchen immer länger im Badrauchen als Jungs also ich brauche insgesamt mit schminken C. a 3 - 6 minuten,no
NDY-179,2947,"Mega cool , vielleicht mal auf uns",yes
NDY-186,4594,hallo roman und heiko dieser song ist sehr cool ;-),yes
NDY-020,702,OHH mein GOTT Mega toll Luna ♥ ♥,yes
NDY-247,767,OMG hahahhahahahahahaha süßßßß 333,yes
NDY-208,12091,Ich bin so 1:30 im bad,no
NDY-208,8618,Die Mädchen müsswn sich ja immer flegen .,no
NDY-179,2126,+ spongebozz patrick Geil,yes
NDY-250,1946,"also ich trage mein ganzes leben schon pyjamas - von pinkem snoopie pyjama , bis zum taupefarbenen pyjama mit weißer spitze :) ich steh dazu :D :D",no
NDY-186,1000,+ Elisa Trendelenburg da kann ich nur zustimmen 💗,yes
NDY-179,2619,Was ihr für Fressen beim singen zieht,no
NDY-186,448,<EMPTY-COMMENT>,no
NDY-208,9231,5:36 ?,no
NDY-186,7686,Ich auch,no
NDY-208,11340,Hahahahahaha kenne euch seid dem Cover von macklemore hahahaha ☺️ ☺️ ☺️ ☺️ ☺️,no
NDY-208,12223,Ich brauch morgens im Bad immer gefühlte 3000000 Jahre wir brauchen eigentlich ein zweites Bad damit alle fertig werden 😂,no
NDY-208,11987,Heiko hat voll die geile Bettwäsche,yes
NDY-208,9486,10 min brauche ich im bad,no
NDY-208,8652,Höchstens 10 Minuten,no
NDY-186,2703,cooles video ist mega hab euch ein daumen hoch gegeben . ;) ♡,yes
NDY-208,266,Lendita Krasniqi leuft bei dir,no
NDY-208,9628,Bin mädchen brauche im bad 15 min mit duschen mrin bruder braucht 45 min,no
NDY-208,3677,Ich brauche 13 Minuten im Badezimmer,no
NDY-003,712,O_O,no
NDY-208,10719,11 minuten,no
NDY-208,508,Schaut vorbei ich drehe auch Videos stecke echt viel Arbeit in mein Videos wūrde mich auf eure Feedback freuen ❤️️ ❤️️ 🙏🏻 🙏🏻 🙏🏻 😻 ❤️️ ❤️️ ❤️️ ❤️️,no
NDY-186,7288,Hi lochis,no
NDY-208,9250,2:53 da ist es fast halb 12,no
NDY-179,3662,Sie tun nur so xD,no
NDY-179,1324,"Kanalanalyse : Kanal : DieLochis Netswerk : Mediakraft Zielgruppe 8- 12- jährige Jungen bzw. 8- 15- jährige Mädchen Abonnenten : 1.030.565 ( Stand : 17. 11. 2014 ) Positive Aspekte : - Ich mag es , wenn euch eure Fans gegen ' Hater ' verteidigen Negative Aspekte : - Mediakraft - Ihr schreibt erst den Namen des Liedes , dann den Namen des Sängers , dann meist noch das Feature und dann Parodie , geldgeiler gehts nicht ! - Eure Parodien sind keine Parodien , da eine Parodie auf den Text des Originals anspielt . #WIKPEDIA - Euer Humor ist unter dem von Y-titti - Ihr benehmt euch in euren WKA´s wie assoziale Wixxer P. S Eurer Meinung nach sind eure Hater nur neidisch auf euren Erfolg , jedoch haben Leute wie GLP , Taddl , Zombey und die Spacefrogs ( alles Youtuber mit änlichem Erfolg ) , fast keine Hater . Die Hater sind nicht neidisch , sie sind angepisst , weil zwei total Talentfreie Zwillinge einen grauenhaften Text auf einen bekannten Beat hinwixxen und diese Wixxe dann nur mit Hilfe von Autotune es schaffen das es sich nicht wie die Wixxe anhört um die es sich handelt ! Und wenn ihr wirklich selber eure Texte schreibt und euch denkt : 'Hehehe Pandasohn wie geil ! ' , dann solltet ihr wirklich zum Psychater . denn das ist nicht Altersgerecht !",no
NDY-179,4360,Mir geht's auch manchmal so .,no
NDY-208,3909,3 min im bad,no
NDY-208,9199,1:47 Schön auf dein Bruder spucken Roman 😎 👌,no
NDY-186,1922,Bitte öfters und mehr Musikvideos <b> -- </b>,no
NDY-003,1305,hast du probleme oder so ?,no
NDY-208,11979,20 oder 30 Min,no
NDY-003,2688,Naja Ich würde mich freuen Das ich soviel Klicks hätte aber Wenn ich Die Jungs wär und mir Kommentare durch lesen müsste die naja Viele Schlimm .,no
NDY-186,1011,Omg schön wie immer 😘 👍 👌 👏 😍 😊 aber ungelogen meine Freundin hatte 'ne Wette und hat 4Tage nicht geschlafen jetzt pennt sie aber gerade . Das ist voll ihr Song 😁,yes
NDY-208,6525,Brauche im Bad ca. 1 Stunde wenn ich mich beeilen muss ... Ansonsten gerne auch 2 Std. 😝 😝,no
NDY-208,7361,15 - 20 minuten,no
NDY-186,3481,Ohr Wurm 😍 ❤ + DieLochis ❤,yes
NDY-020,1514,Sehr schön geworden 3 mach bitte weiter so !,yes
NDY-208,3661,10 Minuten,no
NDY-179,390,Immer Parodien :/ . Macht mal bitte Sketche oder Challenges das wär cool aber trotzdem Daumen hoch weil ihr cool seid ♡,yes
NDY-186,7638,1:12 ist das etwa dillan ? 😱 😂 ❤,yes
NDY-208,8790,10 bis 5 min,no
NDY-252,546,Ich fand die Idee die einzelnen Videoantworten zusammenzuscheiden ziemlich gut . Und ich werde nach Möglichkeit auch Mal ein paar von diesen Tipps ausprobieren :),yes
NDY-186,101,cooles Video,yes
NDY-186,2324,xD geiles viio roman und heiko ihr seid die besten,yes
NDY-208,11364,Ich bin so 20 min im bad,no
NDY-208,9314,Wenn das alles bei Jungs wirklich so ist dann müsste ich einer sein 😂,no
NDY-186,1686,Das beschreibt mich genau,no
NDY-208,7414,ich bin eine halbe Stunde,no
NDY-003,1039,hahahahahhahaha soo scheiße,no
NDY-020,100,"Danke dafür , dass du anders bist als die anderen . Ich mag deinen Stil . ♥",yes
NDY-186,7204,ff ÖGB ÖBB ghdj zum uhxj GHH u,no
NDY-179,2304,Wieo Motzt ihr denn so rum die sind besser als ihr,no
NDY-179,3456,Casper Rasierklingenliebe könntet ihr mal neu texten ...,no
NDY-250,886,Ich schlaf in Boxershorts und schlabber top ; 3 einfach pöörfekt x3333,no
NDY-003,2518,SCHEIßE,no
NDY-179,4088,ich weises lukas graham seven jears old,no
NDY-020,1496,❤ ▶ ____________0 : 36,yes
NDY-250,814,"Ich kann nicht im Pyjama schlafen , weil ich nur mit kaltem Zimmer schlafen kann und da mir schnell zu warm wird schlaf ich im CHilla ! :D",no
NDY-020,481,Das Video macht mich sprachlos . Es ist wirklich schön und so tiefgründig . ❤️,yes
NDY-208,12380,2 Minuten brauche ich um Bad,no
NDY-208,605,Ich gehöre eindeutig zu den Jungs auch wenn ich keiner bin 😂,no
NDY-250,2873,Boxershorts und Top oder son Hasenkostüm,no
NDY-179,3137,Habe grade mal ein paar Kommentare durchgelesen und es ist echt heftig was manche hier schreiben nur weil es das Internet ist ja jeder hat seine eigene Meinung dazu hab ich nix dagegegen oder so aber das man sie auf so eine dumme art und weiße schreibt finde ich schon ein bisschen traurig :( ok manche mögen die Lochis nicht aber das heißt doch nicht das man gleich beleidigend werden muss die Jugendlichen werden immer schlimmer was bringt es denn jemanden zu beleidigen das hat doch keinen Sinn ich bin aber auch kein fangirl aber ich beleidige andere Menschen nicht weil man sie nicht gut findet,no
NDY-208,7079,Jonas Otten omg,no
NDY-003,2343,naja alexbexi is besser egal das er sohne tiefe stimme hat ... er hat alles richtig hab ich übersetzter nach gekuckt ... also ich glaub ihr macht nur parodie ..,no
NDY-179,2716,Scheiss Löcher,no
NDY-179,1158,+ Tri ZoneX wie eingeschränkt bist du eigentlich dass du kein eigen leben hast und deine angebeteten lochis in den kommentaren verteidigen musst,no
NDY-020,1086,das ist voll leise aber trotzdem voll schön,yes
NDY-186,801,ihr seid geill,yes
NDY-179,4030,Lisa,no
NDY-208,3253,100 % Mädchen 😂 💕,yes
NDY-179,4853,Ich schenke dir meinen kabel,no
NDY-179,261,stimt,no
NDY-179,5060,Sitze gerade auf dem bett . Guck mich um und denk mir mist wo ist mein Ladekabel 😂 😂 😂 😂,no
NDY-179,3746,Sing mal,no
NDY-186,6924,1:29 Ähm Roman weißt du was du da Zeigst ????,no
NDY-247,852,So niedlich :-) Wenn man das anschaut und deine jetzigen Videos .. : o unglaublich ! :) was für eine Entwicklung ! ( Y ),yes
NDY-208,6736,5 Minuten,no
NDY-250,1416,du hast so eine tolle figur ! man sieht echt dass du zum sport gehst ! das motiviert mich ;),yes
NDY-246,63,hahahah .. such dir nen hobby ;),no
NDY-208,6235,bin junge brauche aber länger als die Schwester die Haare :-(,no
NDY-208,4884,Kaja B Ich auch,no
NDY-208,5936,und niemals im Leben würde ich so glücklich um 6 Uhr sein und gleich aufstehen,no
NDY-208,10980,ich brauch um die 5 minuten 😎,no
NDY-179,2536,Das Leptop ? Sind geil,no
NDY-208,5449,"Also ich brauch in der früh immer 20 Minuten zum duschen ( ohne die Haare zu waschen ) , anziehen , Frühstücken , zöhneputzen und Haare flechten",no
NDY-020,830,So schön !,yes
NDY-250,2119,jogginghose und t-shirt :),no
NDY-179,1540,Hey ich bin neu auf youtube und würde mich freuen wenn ihr mak bei mir vorbeischaut :-D,no
NDY-179,2214,Aboniert mich pls ich mach bald Viefos mit spielen wie Wolf team und vieleicht auch andere,no
NDY-246,24,"Es is nicht nur das kürzeste , sondern auch das einzige in dem sie kein Wort verliert !! :-( Nicht mal ein süßes tschüüüß .",no
NDY-208,11425,Bin ich die einzige die eher wie Jungs ist,no
NDY-186,3260,+ DieLochis ihr seit die besten wir allt seit ihr noch mal ... Heiko und Roman,yes
NDY-250,2613,schau mal bei amazon ! suche : pyjama einteiler,no
NDY-250,686,Such mal bei Amazon nach Onesie oder Ganzkörperpyjama .,no
NDY-186,2768,Cooler song,yes
NDY-186,6459,👍 👌 ☝,yes
NDY-208,4505,Ich brauche 10 Minuten im Bad ?,no
NDY-186,4349,da macht jeder ein besseres video,no
NDY-020,994,Wieso benutzt du eigendlich immer das Zeichen / Logo von der Band Bring me the horizon ?,no
NDY-003,321,alter alle die diess video hassen sollen es sich net angucken aber müst die beiden doch nicht fertig machen hallo das is doch voll gut geworden,yes
NDY-208,8494,ich brauch im bad meistens nur 15 min oder so 😊,no
NDY-186,7141,nice,yes
NDY-208,2559,Abonniert mich und ihr bekommt 20 Abonnenten mehr,no
NDY-186,6038,Opfer !,no
NDY-208,7465,die sind voll geschminkt 😂,no
NDY-208,421,ich brauch so 50 min oder 30 min,no
NDY-246,212,miley cyrus ?,no
NDY-247,1546,krass wie du da ausahst und was für eine Grafik 😂,no
NDY-003,2792,Omg,yes
NDY-208,10214,Hauptsache bei minute 2. 52. ist es 11.15 uhr 😂,no
NDY-250,427,"I am a big fan of kigurumi ( those onesie pyjama costumes ) and you can get them at Primark ( though those are mostly ugly ) and via the internet . Hey :) You can try online shops Capsule capsuletokyo -dot- com and Kigu kigu -dot- co -dot- uk I have care bears , stitch , panda etc. costume pyjamas and they're perfect as loungewear for the colder months of the year . Capsule also sells the thin summer versions so you can wear them during the night too . ^^",no
NDY-179,4655,das Lied ist sehr schön,yes
NDY-020,1376,Kim Hemmings wo ist luna denn eingebildet ? :),no
NDY-208,2912,Das neue Video ist Ultra lustig geworden ... 😂 😂 😂 ich brauche ca. 20 - 25 min im Bad ... ist ja nichtig lange .. 😍 😂 ich wünsche euch allen einen schönen sonntag ... ❤ ❤ ❤ ly ❤ 😍,yes
NDY-179,4198,+ DieLochis Vielleicht wild and free von Lena,no
NDY-208,11188,Ist echt so 😂 👌,no
NDY-179,1035,Parodiert this is nightlife :-),no
NDY-003,1643,ach Guck erst mahl in den Spigel dann hat dein Spiegel ein recht Kaputt zu gehen,no
NDY-186,6299,mich nichts böses,no
NDY-186,6886,ihr seid sau talentiert,yes
NDY-186,3796,Jungs ich finde euch sooooooooooooooo geil !!!,yes
NDY-186,5679,sssuuupppeeerrr,yes
NDY-003,2996,aso xD,no
NDY-186,430,Die Lochis + Könnt dir als nächste Parody sia chandelier machen,no
NDY-020,1036,singst du im lied ? ♡ <b> - </b>,yes
NDY-208,3520,"am anfang bei jungs steht da 10 min später , der wecke hat 5.30 geklingelt , eig müsste es ja 5.40 sein haha aber es ist da 5.36 😂",no
NDY-247,834,Mit diesem Video hat das Youtube Armageddon angefangen,no
NDY-285,157,omg ....,yes
NDY-186,2232,#snapchatarmy @heikolochmann @inesdg2000,no
NDY-186,1682,cool,yes
NDY-247,827,Sami du bist so süß in deinem ersten Video !!! #Saminator,yes
NDY-179,356,Heiko,no
NDY-208,4740,ich brauche im Bad 1stunde,no
NDY-186,7674,Das Lied ist so geil 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑 👑,yes
NDY-186,3772,Hey Jungs ❤ ich habe mal eine Frage : meine Freundin und ich wollten mal zu einer eurer Konzerte . Sie sagt aber das man da 18 sein muss um da hin zu gehen 😥 Muss man 18 sein ?,no
NDY-208,6342,5 min,no
NDY-020,1343,❤️ du bist so hübsch oh gott,yes
NDY-003,2290,alles andre egal wenn wir tanzööööön :DDD also diese übertriebenen ä s und ö s müssen echt nicht sein !,no
NDY-020,644,"Lass sie doch tragen , was sie will !",no
NDY-208,3622,+ Panda Face ich nich,no
NDY-208,6876,ich brauche 10 min,no
NDY-252,509,Tolles Video . Hoff mir hilft einer der Tipps .,yes
NDY-186,5423,ponos,no
NDY-208,5684,meine Schwester braucht 2 h und ich 2 min,no
NDY-247,174,tut ...,no
NDY-208,6459,Girl im Bad : ich ungefähr 10 - 15 Minuten,no
NDY-208,11773,Mit baden 1 stunde,no
NDY-186,7559,Ach ja in dem Dorf ingeln oesselse,no
NDY-003,3206,Gott ward ihr damals schlecht,no
NDY-003,483,geiles lied ! ;),yes
NDY-186,4585,SAU GEILLLL <b> - </b>,yes
NDY-246,114,siehst du aber sexy aus lol ich meine nicht hahahahahaha ei freak,no
NDY-179,1801,First World Problems,no
NDY-250,2562,entwerder halt schlafanzug oder boxershorts :)) 3,no
NDY-208,9562,Im bad morgens brauche ich ca 10 min bis 20 m min ( 11jahre und girls power ),no
NDY-208,10816,Ich bin 3 - 4 Stunden im bad,no
NDY-208,958,ich bin ein Mädchen und brauche so ca 1 h45min Morgens im Bad PS : feiere euch total und freu mich richtig hart dass ihr wieder richtige Videos hochladet !!!,yes
NDY-020,1122,"1. Lies mal die Infobox . Was steht da ? Ganz genau ' ich bin keine Sängerin . ' Wieso denkst du , dass sie nicht trotzdem singen darf , hm ? Ganz genau , weil das hier ihr Kanal ist und du Zuschauer wie du hoffentlich genug Menschenverstand besitzen , um weg zu schalten , wenn ihnen ein Video nicht gefällt . 2. Ich glaube nicht , dass Luna hiermit Selena Gomez nachmachen wollte . So wie ich sie bisher immer eingeschätzt habe liegt ihr viel an Selbstverwirklichung und Selbstdarstellung , also denke ich nicht , dass sie jemanden kopieren möchte , nein . 3. Woher willst du wissen , wie Luna sich fühlt ? Du kannst immer nur wissen , was du alleine fühlst , nie , wie es in dem inneren von jemand anders aussieht ( auch nicht , wenn sie es dir sagen , denn du hast nie ihre Gefühle selbst erlebt ) . Also urteile doch bitte nicht über einen Menschen , von dem du nur so wenig weißt . Es ist nicht schön , anhand ein paar Videos zu denken einen Menschen so gut zu kennen , um über seine Gefühle schreiben zu können . Also lass es bitte und verbreite hier keine schlechte Stimmung .",no
NDY-208,11266,Also ich bin so 30 Minuten im Bad,no
NDY-246,65,krass ... und siehst trotzdem noch voll schön auus !!,yes
NDY-208,9552,10 : Minuten beim bad XD,no
NDY-020,1421,1:00 <b> Kotz </b> 😷,no
NDY-003,710,weniger schrein mehr singen,no
NDY-003,3571,SAME HERE !,no
NDY-208,5677,ich brauche morgens so 2 std,no
NDY-252,68,super hilfreiches video :),yes
NDY-179,2306,macht mal atemlos,no
NDY-208,8900,Ihr seid soooooooo coooooooooooooool . Liebe euren Kanal,yes
NDY-208,1542,elii 859 ich auch,no
NDY-179,3139,Was macht ihr Söhne eurer Mütter in Frankfurt am Main sagt nicht das ihr dort wohnt das wäre furchtbar .,no
NDY-246,234,oh gott bist du süß * - *,yes
NDY-247,1340,sooo alt schon !!! bin stolz auf dich sami :),yes
NDY-186,7035,Bankkonto,no
NDY-208,10886,1 minute,no
NDY-247,606,wie süüüüüüß ♥ ♥ ach du scheeeeiße wie du dich über 25 abonnenten gefreut hast * - * aaah : o,yes
NDY-186,2096,das Lied ist so cool,yes
NDY-208,5024,"Sag mal Heiko , ist dein Metallica Tshirt Deko , oder hörst du wirklich Metal ??",no
NDY-250,945,Ich liebe Pyjamahosen . Besonders im Winter gibt es nichts Schöneres ;) Dazu trage ich am liebsten unifarbene T-shirts oder Longsleeves .,no
NDY-208,4841,Jakob Lp warum sollte man deswegen kein Mädchen sein ? Du hast ja deine Periode und keinen Ständer !,no
NDY-020,1416,Ich wünschte es gebe mehr Leute wie Luna auf dieser Welt ...,yes
NDY-208,6649,ich brauche nur 2 Minuten,no
NDY-208,2507,ich bin win junge,no
NDY-208,6192,ich brauche 10 min,no
NDY-208,5906,wer sammelt auch #webstars karten,no
NDY-208,5584,Ich brauche im Bad 10 Minuten,no
NDY-003,863,Sie meint Roman ;) er hat ne graue Jacke an !,no
NDY-179,5089,Ich dachte er sucht Heiko 😂,no
NDY-186,1297,geil,yes
NDY-208,4743,10 Minuten,no
NDY-208,7690,5 Minuten im Bad oder weniger,no
NDY-179,3552,Ich kann alle Lieder von euch auswendig,yes
NDY-247,113,"hast du überhaupt schoma einegepimpertduwichser ? Ichzeigsieeinfach , wiesehrsiemichbedeutet ! ichbinzugutfürdieleertaste ! spasst ! rosa ist 1a !",no
NDY-186,4146,Hi Wann kommt das Michtwochsvideo ?,no
NDY-247,91,hahahah du opfer kennst dich gut aus mit jungs und so ;) hahahhahaha,no
NDY-208,11404,Also ich brauche nur 5Minuten,no
NDY-179,4375,Ich finde mein Ladegerät auch nie XD,no
NDY-186,5360,Weiter so DieLochis,yes
NDY-179,4527,es . ist . so . geil 👍 👍 👍 👍 👍 👍 👍 👍 👍 👏 👏 👏 👏 🔌 🔌 🔌 🔌 🔌 🔌,yes
NDY-179,2364,bitte parodiert bang bang,no
NDY-208,5768,Ich bin ein Mädchen aber trotzdem morgens total faul woher die Kraft sich morgens zu schminken 😂 😁,no
NDY-208,433,Spastis,no
NDY-208,1842,45Minuten,no
NDY-250,2184,"Ich penn immer in nem vieeeeel zu großen T-Shirt :D auf Übernachtungspartys hab ich dann entweser Shorts oder ne Trainingshose an , die sind nämlich auch maga bequem * - * :D",no
NDY-208,6772,Ich bin zum Glück ein Junge,no
NDY-208,8970,8 min,no
NDY-179,1472,"+ Seiryu Musu Ok , verkrüppelter Haufen Restmüll :P",no
NDY-003,2400,Alle die sagen dass ihr nicht singen könnt wissen nicht wie schwer es ist soeinen song zu übersetzen .,no
NDY-179,871,Pitbull firebol,no
NDY-179,3396,Jetzt kein scheiß warum KANN Roman Besser Singen als Heiko ? ICH WILL EUCH NICHT BELEIDIGEN ABER SORRY ROMAN HÖRT SICH EINFACH BESSER AN,no
NDY-186,3769,+ Rasputin Achso ok 😂 ich dachte du meintest die Sängerin,no
NDY-208,3351,❤,yes
NDY-186,1791,Hah ♡,no
NDY-179,4387,cooles Lied,yes
NDY-208,5146,ich als Mädchen morgens im Bad 10 ninuten,no
NDY-208,975,trifft nicht wirklich zu trotzdem cooles Video,yes
NDY-250,2395,"Gib mal jumpin bei google ein und bei dem allerersten Ergebnis ist so eine Seite , wo man diese Einteiler kaufen kann . Ich weiß aber nicht , ob du genau solche suchst , aber schauen schadet ja nicht . ;)",no
NDY-179,5086,Hard carry,no
NDY-003,2521,war mein erstes viedeo das ich gesehen habe also von den lochis natürlich XD,no
NDY-208,7134,30 minuten,no
NDY-247,275,"Interessantes video aber ehrlich gesagt , es gibt auch Mädchen die keine Rosen mögen ! Ich persönlich finde sie langweilig und einfallslos :D . Also da müsste man sich vorher informieren ! Und noch was : Das mit dem der Junge / Mann muss zahlen find ich total lächerlich ... Wenn das plötzlich alles versaut , dann war das Treffen wohl auch so nicht viel wert :) Naja ich finds trotzdem recht nett das du versuchst allen zu helfen , und deine videos sind oft hilfreich und vorallem UNTERHALTSAM ! :D",yes
NDY-186,6476,ihr seid die besten,yes
NDY-003,2808,du sagst es,no
NDY-186,5571,👌 👏 👏 👏 wtf 😂 😂 😂,yes
NDY-186,4003,alter sie sind nicht scheiße und schwul auch nicht ! aber du ! oder ?,no
NDY-247,1627,2018 ?,no
NDY-252,304,Tolles video :),yes
NDY-179,2938,danke :D + Cori Kohlhofer,no
NDY-252,602,"Super Videoidee , Daaruum ! Vielseitige Tipps ! Ich kann bestätigen , dass Heilerde echt gut hilft . genauso wie BPO Creme aus der Apotheke ( die ist allerdings doch recht aggresiv , gibt es aber auch verschieden stark konzentriert ) . Über einen Gewinn würde ich mich natürlich freuen .",yes
NDY-208,3013,Jetzt ist Roman dann 😂 😂,no
NDY-179,515,Wie gut ich diese Situation kenne :D xD,no
NDY-186,6921,Lol das von Robin Schulz das Original ist viel Besser das hir ist der Größte Schrott !!!!!,no
NDY-186,3450,OMG 😱 😍 FABIAN GRISCHKAT IST IN DEM VIDEO 😍,yes
NDY-186,2656,#snapchatarmy @heikolochmann @lxchiversxm ( Insta ) ❤,no
NDY-003,2500,@crocosiom both of them can't sing :D,no
NDY-250,763,nen riieeesen T-Shirt von meinem Freund und ne Unterbux :),no
NDY-250,1693,Boxershorts riesen shirt ;)),no
NDY-208,11699,5 Minuten brauche ich im Bad bin aber erst 10,no
NDY-208,5834,Beim Jungs Anziehen zeigt die uhr im hintergrund 11:15,no
NDY-274,29,Hahaha .. die Katzenberger hat das Buch nicht mal selbst geschrieben ... die hatte nen Ghostwriter ..,no
NDY-020,423,Du bist so wunderschön * - * ich liebe dich und deine videos mach weiter so ! ♥ ♥ ♥,yes
NDY-247,544,"oh nein , ist des süß des Video :) und da sieht man auch , dass du dich menschlich sozusagen nicht verändert hast . Du bist nicht überheblich geworden oder sonstiges :)",yes
NDY-179,4189,ist egal welches lied mir gefallen alle liede von euch ;))) XD,yes
NDY-003,213,@StrickerLetsPlays du bist ekelig sebastian,no
NDY-186,3273,ja wie er vorm Auto pennt :D,no
NDY-020,1476,Ich liebe diesen Song aber selena gomez singt es besser,yes
NDY-252,775,"Tolles Video , und es gab auch viele nützliche Tipps ! :)",yes
NDY-179,2878,Durchgehend offline xD,no
NDY-020,499,+ Helin Carradine doch klar ich !! scheiß hater ey !! Bist du so über ihre Schönheit geblendet das du so ein Müll anfängst zu labbern ??! - . -,no
NDY-208,12229,ich muss so fast 1 stunde in bad sein und ich wasch meine haare morgens nich,no
NDY-208,12065,"Ich glaube , dass Girls länger brauchen im Bad ist bei den meisten wahr ! ( Bei mir auch ) Weil , viele Girls haben lange Haare , welche mehr pflege Brauchen als die eines boys , eben auch mit Beine rasieren etc. , einige Girls schminken sich dann auch noch . Bei mir ist es aber auch so , dass ich es mag , mich schön fertig zu machen . Ausserdem legen die meisten Girls mehr wert auf ihr aussehen als boys !",no
NDY-250,1853,Jumpsuit jumpin aber ist ab 60 €,no
NDY-179,1677,Hei :) . Also ich finde sie Parodie ist voll gut :) ♡ . Aber mal ehrlich . Was geht in dem Kopf anderer Leute ? . Habt ihr so wenig Respekt vor Leuten oder seid ihr einfach nur neidisch ? ( Also an sie Haters nicht an DieLochis ) . Is es weil ihr nichts erreicht oder was ? . Ich verstehe es einfach nicht . Habt ihr keine Hobbys oder warum nehmt ihr euch die Zeit Videos zu Haten und sie euch anzuschauen ? . Ja jetzt weis ich nicht mehr was ich sagen soll :D . Byeeee ♡,yes
